"image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","subj","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display"
"conv5","synth",1,200,1,84,1,42,129,"TW",3,"cin",214741.364,358,"3",1.2526208599993,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Parafoveal","TW"
"conv5","synth",1,200,2,90,1,128,129,"TW",3,"cin",214741.364,359,"3",1.15553429999909,NA,NA,0,"Carpet0047_1_S","Carpet","Parafoveal","TW"
"PS","original",3,200,5,1,112,129,90,"TW",3,"cin",214741.364,360,"3",1.10096730500027,NA,NA,1,"Gravel0097_1_S","Gravel","Parafoveal","TW"
"PS","original",3,2000,1,41,1,114,129,"TW",4,"cin",210891.6261,1,"3",2.1017541199999,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","original",2,2000,8,50,1,66,129,"TW",4,"cin",210891.6261,2,"2",2.5352383599984,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","synth",2,2000,1,25,1,58,129,"TW",4,"cin",210891.6261,3,"3",2.32538513500003,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","synth",2,2000,1,28,1,69,129,"TW",4,"cin",210891.6261,4,"2",2.03432385999986,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","original",2,2000,4,56,1,87,129,"TW",4,"cin",210891.6261,5,"2",2.34029247999933,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",3,2000,1,12,1,2,129,"TW",4,"cin",210891.6261,6,"3",2.16884016999938,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","synth",3,2000,6,1,68,129,110,"TW",4,"cin",210891.6261,7,"3",2.56460451000021,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",1,2000,10,1,82,129,32,"TW",4,"cin",210891.6261,8,"1",2.47922014499818,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"conv5","synth",1,2000,3,1,113,129,63,"TW",4,"cin",210891.6261,9,"3",2.40746776500055,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","original",2,2000,2,19,1,19,129,"TW",4,"cin",210891.6261,10,"1",2.41341910499978,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","original",2,2000,9,1,71,129,37,"TW",4,"cin",210891.6261,11,"1",2.50301360499907,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","synth",3,2000,1,66,1,64,129,"TW",4,"cin",210891.6261,12,"2",2.32500736499969,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","synth",2,2000,3,17,1,111,129,"TW",4,"cin",210891.6261,13,"2",2.5946940699996,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","original",1,2000,6,1,18,129,70,"TW",4,"cin",210891.6261,14,"1",2.32814344500002,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","synth",1,2000,7,1,120,129,116,"TW",4,"cin",210891.6261,15,"1",2.24980957499974,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",2,2000,5,117,1,97,129,"TW",4,"cin",210891.6261,16,"1",2.27730517499913,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","synth",1,2000,3,51,1,113,129,"TW",4,"cin",210891.6261,17,"3",2.47700407999946,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",2,2000,5,1,22,129,30,"TW",4,"cin",210891.6261,18,"2",2.324790785,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","original",2,2000,3,1,103,129,59,"TW",4,"cin",210891.6261,19,"2",2.44602757999928,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","synth",2,2000,4,1,100,129,44,"TW",4,"cin",210891.6261,20,"3",2.5437435849999,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","original",1,2000,8,25,1,97,129,"TW",4,"cin",210891.6261,21,"1",2.34716868499891,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","original",1,2000,7,52,1,22,129,"TW",4,"cin",210891.6261,22,"1",2.30387816499933,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",2,2000,10,1,4,129,18,"TW",4,"cin",210891.6261,23,"2",2.33704160500019,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","synth",1,2000,9,66,1,94,129,"TW",4,"cin",210891.6261,24,"1",2.33892192500025,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","synth",2,2000,8,110,1,100,129,"TW",4,"cin",210891.6261,25,"3",2.30871926500004,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","synth",3,2000,8,11,1,109,129,"TW",4,"cin",210891.6261,26,"2",2.44217456999831,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","synth",1,2000,2,86,1,104,129,"TW",4,"cin",210891.6261,27,"1",2.46995500499906,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","synth",1,2000,6,1,84,129,53,"TW",4,"cin",210891.6261,28,"1",2.31268432499928,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","original",3,2000,10,1,126,129,75,"TW",4,"cin",210891.6261,29,"3",2.634034839999,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","synth",2,2000,2,23,1,3,129,"TW",4,"cin",210891.6261,30,"3",2.36979353499919,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","original",2,2000,10,1,95,129,100,"TW",4,"cin",210891.6261,31,"3",2.34914452999874,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","synth",3,2000,6,1,42,129,66,"TW",4,"cin",210891.6261,32,"3",2.41449156499948,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","synth",1,2000,2,1,16,129,81,"TW",4,"cin",210891.6261,33,"1",2.50655081499826,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","synth",3,2000,5,117,1,13,129,"TW",4,"cin",210891.6261,34,"3",2.49617252499957,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",1,2000,6,71,1,25,129,"TW",4,"cin",210891.6261,35,"1",2.31261286500012,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"powerspec","original",1,2000,5,105,1,76,129,"TW",4,"cin",210891.6261,36,"1",2.17073333499866,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"PS","synth",2,2000,7,1,110,129,21,"TW",4,"cin",210891.6261,37,"2",2.53357998499996,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"powerspec","original",3,2000,1,81,1,10,129,"TW",4,"cin",210891.6261,38,"1",2.48227081000005,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","synth",3,2000,2,1,12,129,21,"TW",4,"cin",210891.6261,39,"3",2.46758349000083,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","synth",3,2000,6,32,1,64,129,"TW",4,"cin",210891.6261,40,"3",2.42341239999951,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","original",2,2000,6,123,1,8,129,"TW",4,"cin",210891.6261,41,"2",2.25614061499982,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",1,2000,6,1,1,129,105,"TW",4,"cin",210891.6261,42,"1",2.28551759499896,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",2,2000,5,117,1,99,129,"TW",4,"cin",210891.6261,43,"2",2.34027752499787,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","synth",1,2000,2,42,1,48,129,"TW",4,"cin",210891.6261,44,"1",2.612350899999,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","synth",1,2000,9,1,27,129,95,"TW",4,"cin",210891.6261,45,"2",2.63871278499937,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","synth",2,2000,4,1,66,129,29,"TW",4,"cin",210891.6261,46,"2",2.37450764999994,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","synth",1,2000,2,1,101,129,99,"TW",4,"cin",210891.6261,47,"1",2.21120516999872,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","original",2,2000,8,1,37,129,14,"TW",4,"cin",210891.6261,48,"1",2.36202727000091,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",1,2000,4,1,46,129,89,"TW",4,"cin",210891.6261,49,"3",2.28890178999973,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","synth",3,2000,6,1,125,129,17,"TW",4,"cin",210891.6261,50,"3",2.40491434499927,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","synth",1,2000,9,9,1,110,129,"TW",4,"cin",210891.6261,51,"1",2.30113858999903,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",2,2000,7,1,67,129,128,"TW",4,"cin",210891.6261,52,"2",2.59520442999928,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",1,2000,2,1,6,129,43,"TW",4,"cin",210891.6261,53,"1",2.33570096999938,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","original",2,2000,1,1,40,129,11,"TW",4,"cin",210891.6261,54,"2",2.02217329499763,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","synth",3,2000,9,2,1,110,129,"TW",4,"cin",210891.6261,55,"3",2.5457498199994,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","synth",2,2000,2,114,1,42,129,"TW",4,"cin",210891.6261,56,"2",2.61314126999969,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","original",2,2000,9,1,58,129,48,"TW",4,"cin",210891.6261,57,"2",2.37798110999938,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","original",3,2000,10,86,1,12,129,"TW",4,"cin",210891.6261,58,"2",2.40213226499873,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","original",1,2000,6,1,7,129,118,"TW",4,"cin",210891.6261,59,"2",2.36796548999882,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","synth",3,2000,6,35,1,88,129,"TW",4,"cin",210891.6261,60,"3",2.30760513499808,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","synth",2,2000,3,35,1,106,129,"TW",4,"cin",210891.6261,61,"2",2.34271486000034,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","original",3,2000,4,27,1,3,129,"TW",4,"cin",210891.6261,62,"3",2.4169672299995,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","synth",2,2000,10,1,28,129,115,"TW",4,"cin",210891.6261,63,"2",2.31987072999982,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","original",3,2000,8,106,1,36,129,"TW",4,"cin",210891.6261,64,"3",2.22598517499864,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","original",1,2000,2,1,37,129,106,"TW",4,"cin",210891.6261,65,"2",2.36788453500048,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","synth",1,2000,10,64,1,83,129,"TW",4,"cin",210891.6261,66,"1",2.43651952999971,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","synth",3,2000,2,1,30,129,40,"TW",4,"cin",210891.6261,67,"1",2.46640592999938,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","original",3,2000,9,1,34,129,114,"TW",4,"cin",210891.6261,68,"3",2.34414422999907,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","original",1,2000,9,1,2,129,71,"TW",4,"cin",210891.6261,69,"1",2.31049432999862,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","synth",1,2000,1,1,67,129,99,"TW",4,"cin",210891.6261,70,"2",2.56575400499787,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","synth",1,2000,1,1,63,129,88,"TW",4,"cin",210891.6261,71,"3",2.34489349000069,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","original",2,2000,3,1,124,129,118,"TW",4,"cin",210891.6261,72,"1",2.56513043499945,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",3,2000,6,112,1,68,129,"TW",4,"cin",210891.6261,73,"3",2.06815104999987,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","synth",2,2000,7,32,1,16,129,"TW",4,"cin",210891.6261,74,"2",2.35044749999906,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","original",3,2000,10,1,128,129,11,"TW",4,"cin",210891.6261,75,"3",2.72572652000053,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"PS","original",1,2000,1,31,1,115,129,"TW",4,"cin",210891.6261,76,"1",2.3221815500001,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"conv5","original",1,2000,6,29,1,73,129,"TW",4,"cin",210891.6261,77,"2",2.47540887499963,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","original",2,2000,10,127,1,118,129,"TW",4,"cin",210891.6261,78,"2",2.30393859499964,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","original",3,2000,10,3,1,57,129,"TW",4,"cin",210891.6261,79,"1",2.36645831499845,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","original",2,2000,8,1,27,129,99,"TW",4,"cin",210891.6261,80,"1",2.34236924499965,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"conv5","original",1,2000,10,80,1,62,129,"TW",4,"cin",210891.6261,81,"1",2.39319776000048,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",1,2000,4,31,1,14,129,"TW",4,"cin",210891.6261,82,"1",2.20233554999868,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","synth",1,2000,10,1,109,129,35,"TW",4,"cin",210891.6261,83,"1",2.27045886499945,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",2,2000,4,47,1,111,129,"TW",4,"cin",210891.6261,84,"2",2.28078038999774,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"conv5","original",2,2000,8,103,1,10,129,"TW",4,"cin",210891.6261,85,"2",2.3136483849994,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"conv5","synth",1,2000,1,1,46,129,35,"TW",4,"cin",210891.6261,86,"1",2.24534043999847,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","synth",2,2000,4,48,1,41,129,"TW",4,"cin",210891.6261,87,"2",2.29925918499794,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",1,2000,8,111,1,87,129,"TW",4,"cin",210891.6261,88,"1",2.34766039999886,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","synth",2,2000,7,1,77,129,91,"TW",4,"cin",210891.6261,89,"1",2.41852812999787,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",3,2000,9,1,110,129,57,"TW",4,"cin",210891.6261,90,"3",2.51986832499824,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"PS","original",2,2000,3,1,114,129,4,"TW",4,"cin",210891.6261,91,"2",2.3364744599985,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","original",3,2000,2,1,75,129,111,"TW",4,"cin",210891.6261,92,"1",2.28458688499813,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","TW"
"PS","original",3,2000,7,31,1,44,129,"TW",4,"cin",210891.6261,93,"3",2.37652072499986,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",2,2000,5,15,1,86,129,"TW",4,"cin",210891.6261,94,"1",2.25051290999909,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"conv5","synth",2,2000,8,1,23,129,63,"TW",4,"cin",210891.6261,95,"2",2.22962149500017,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",2,2000,3,1,83,129,97,"TW",4,"cin",210891.6261,96,"3",2.52879606499846,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"powerspec","synth",3,2000,3,1,8,129,4,"TW",4,"cin",210891.6261,97,"3",2.41296179999881,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"powerspec","synth",1,2000,8,1,36,129,32,"TW",4,"cin",210891.6261,98,"3",2.55230967499847,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"conv5","original",1,2000,2,105,1,14,129,"TW",4,"cin",210891.6261,99,"2",2.49899290499889,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"conv5","original",3,2000,9,51,1,79,129,"TW",4,"cin",210891.6261,100,"1",2.33798773499802,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"PS","synth",1,2000,6,1,81,129,31,"TW",4,"cin",210891.6261,101,"1",2.44857498499914,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"conv5","original",2,2000,9,80,1,30,129,"TW",4,"cin",210891.6261,102,"1",2.50508543500109,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",3,2000,9,92,1,117,129,"TW",4,"cin",210891.6261,103,"3",2.23047981999844,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"PS","original",1,2000,6,92,1,45,129,"TW",4,"cin",210891.6261,104,"2",2.27394563999951,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","original",1,2000,5,1,64,129,54,"TW",4,"cin",210891.6261,105,"3",2.41490657500071,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"powerspec","original",2,2000,5,1,128,129,74,"TW",4,"cin",210891.6261,106,"1",2.49303844499809,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","synth",3,2000,5,1,70,129,55,"TW",4,"cin",210891.6261,107,"3",2.40444606499841,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",3,2000,4,1,43,129,92,"TW",4,"cin",210891.6261,108,"2",2.34777930999917,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","synth",2,2000,5,44,1,92,129,"TW",4,"cin",210891.6261,109,"2",2.5510820749987,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","TW"
"PS","original",2,2000,8,1,12,129,43,"TW",4,"cin",210891.6261,110,"1",2.43253809999987,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",2,2000,8,128,1,115,129,"TW",4,"cin",210891.6261,111,"2",2.48765224999988,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","original",2,2000,6,42,1,120,129,"TW",4,"cin",210891.6261,112,"2",2.60505517499951,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","synth",3,2000,5,12,1,25,129,"TW",4,"cin",210891.6261,113,"1",2.4734764549994,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",2,2000,3,1,115,129,88,"TW",4,"cin",210891.6261,114,"2",2.262046034999,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","original",2,2000,7,65,1,3,129,"TW",4,"cin",210891.6261,115,"3",2.39783347500088,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","synth",3,2000,5,54,1,78,129,"TW",4,"cin",210891.6261,116,"2",2.388830984999,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",2,2000,6,1,9,129,31,"TW",4,"cin",210891.6261,117,"2",2.32614653000019,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","synth",2,2000,9,1,31,129,10,"TW",4,"cin",210891.6261,118,"2",2.43223600000056,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","synth",2,2000,3,1,28,129,113,"TW",4,"cin",210891.6261,119,"3",2.38050262499928,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",2,2000,4,118,1,72,129,"TW",4,"cin",210891.6261,120,"2",2.29096127000048,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",2,2000,5,1,57,129,6,"TW",4,"cin",210891.6261,121,"1",2.54885818999901,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"conv5","synth",3,2000,9,4,1,83,129,"TW",4,"cin",210891.6261,122,"2",2.34105367999837,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","synth",3,2000,9,1,14,129,77,"TW",4,"cin",210891.6261,123,"2",2.36249117999796,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","original",3,2000,2,88,1,68,129,"TW",4,"cin",210891.6261,124,"3",2.13824727000065,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","original",1,2000,9,3,1,108,129,"TW",4,"cin",210891.6261,125,"3",2.41422898000019,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"conv5","original",3,2000,8,112,1,105,129,"TW",4,"cin",210891.6261,126,"2",2.43342230999951,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","synth",1,2000,1,126,1,64,129,"TW",4,"cin",210891.6261,127,"1",2.41458290499759,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"powerspec","original",1,2000,8,1,97,129,125,"TW",4,"cin",210891.6261,128,"1",2.23802020499897,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"powerspec","original",3,2000,4,3,1,89,129,"TW",4,"cin",210891.6261,129,"3",2.26934283499941,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",3,2000,6,116,1,96,129,"TW",4,"cin",210891.6261,130,"2",2.3482063600004,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","original",2,2000,4,1,10,129,85,"TW",4,"cin",210891.6261,131,"2",2.2530225599985,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","original",1,2000,8,1,91,129,76,"TW",4,"cin",210891.6261,132,"2",2.29962417500064,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","synth",1,2000,3,64,1,49,129,"TW",4,"cin",210891.6261,133,"2",2.3024296450003,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","synth",2,2000,9,1,91,129,37,"TW",4,"cin",210891.6261,134,"2",2.33845642499909,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","TW"
"PS","original",1,2000,1,1,66,129,79,"TW",4,"cin",210891.6261,135,"1",2.27664208999886,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","TW"
"PS","original",3,2000,10,1,9,129,108,"TW",4,"cin",210891.6261,136,"3",2.23904101499829,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","synth",3,2000,10,44,1,36,129,"TW",4,"cin",210891.6261,137,"3",2.30723611500071,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","TW"
"powerspec","synth",3,2000,9,84,1,117,129,"TW",4,"cin",210891.6261,138,"2",2.59264482000071,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"PS","synth",1,2000,4,61,1,23,129,"TW",4,"cin",210891.6261,139,"1",2.33867101999931,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","original",2,2000,1,94,1,94,129,"TW",4,"cin",210891.6261,140,"2",2.53911692499969,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","original",1,2000,1,1,66,129,14,"TW",4,"cin",210891.6261,141,"3",2.37575932499931,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","original",3,2000,7,1,116,129,21,"TW",4,"cin",210891.6261,142,"2",2.27940578500056,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","TW"
"PS","original",2,2000,4,7,1,18,129,"TW",4,"cin",210891.6261,143,"3",2.31735916999787,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"conv5","synth",2,2000,2,1,22,129,20,"TW",4,"cin",210891.6261,144,"2",2.76061294999818,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","TW"
"PS","original",2,2000,10,1,70,129,88,"TW",4,"cin",210891.6261,145,"1",1.93038249999881,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","TW"
"powerspec","synth",1,2000,3,1,1,129,81,"TW",4,"cin",210891.6261,146,"1",2.33478512499823,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","TW"
"powerspec","original",2,2000,10,1,76,129,62,"TW",4,"cin",210891.6261,147,"1",2.04992825999943,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
"conv5","synth",3,2000,5,68,1,97,129,"TW",4,"cin",210891.6261,148,"2",2.1188178350003,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","TW"
"conv5","synth",3,2000,1,121,1,47,129,"TW",4,"cin",210891.6261,149,"3",2.3020302749992,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","TW"
"PS","original",3,2000,2,43,1,74,129,"TW",4,"cin",210891.6261,150,"3",2.27057093999974,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"conv5","synth",1,2000,9,14,1,83,129,"TW",4,"cin",210891.6261,151,"3",2.27592608999839,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","TW"
"powerspec","original",3,2000,4,1,86,129,83,"TW",4,"cin",210891.6261,152,"3",2.1663788349997,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","TW"
"conv5","synth",2,2000,8,1,100,129,11,"TW",4,"cin",210891.6261,153,"2",2.27366706999783,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","TW"
"powerspec","synth",3,2000,10,1,18,129,14,"TW",4,"cin",210891.6261,154,"2",2.69173649000004,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","TW"
"powerspec","synth",2,2000,3,74,1,1,129,"TW",4,"cin",210891.6261,155,"1",2.52570152500084,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","TW"
"PS","original",2,2000,1,102,1,10,129,"TW",4,"cin",210891.6261,156,"3",2.33488593000038,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","TW"
