"image_model","oddball","target_loc","ms_stim","synth_num","crop_x","crop_y","crop_x_2","crop_y_2","subj","session","test_location","rand_seed","trial","response","rt","eye_valid","prop_eye_valid","correct","image_code","image_name","presentation_cond","subj_display"
"PS","synth",3,2000,2,98,1,115,129,"CF",1,"cin",214996.3334,160,"3",2.54961181999897,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",1,2000,5,1,23,129,105,"CF",1,"cin",214996.3334,161,"1",2.68620369999917,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","synth",3,2000,10,40,1,64,129,"CF",1,"cin",214996.3334,162,"3",2.46414216999801,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","original",1,2000,3,1,86,129,4,"CF",1,"cin",214996.3334,163,"2",2.58910831499998,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","original",3,2000,2,89,1,31,129,"CF",1,"cin",214996.3334,164,"2",2.70760831999905,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","synth",1,2000,3,104,1,38,129,"CF",1,"cin",214996.3334,165,"1",2.55995481999889,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",3,2000,8,1,125,129,45,"CF",1,"cin",214996.3334,166,"1",2.38525754999864,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",2,2000,4,1,41,129,25,"CF",1,"cin",214996.3334,167,"2",2.40104031999908,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",3,2000,10,101,1,28,129,"CF",1,"cin",214996.3334,168,"3",2.76918517000013,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","original",2,2000,7,69,1,78,129,"CF",1,"cin",214996.3334,169,"2",2.58427902499898,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","original",3,2000,4,25,1,84,129,"CF",1,"cin",214996.3334,170,"3",2.31487231999927,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",2,2000,10,1,34,129,2,"CF",1,"cin",214996.3334,171,"2",2.46272714499901,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","original",2,2000,4,86,1,20,129,"CF",1,"cin",214996.3334,172,"2",2.32673174499723,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","synth",2,2000,7,75,1,62,129,"CF",1,"cin",214996.3334,173,"3",2.52980380999907,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","original",2,2000,5,119,1,62,129,"CF",1,"cin",214996.3334,174,"2",2.4347096700003,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",2,2000,5,10,1,104,129,"CF",1,"cin",214996.3334,175,"3",2.38766577499882,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",3,2000,2,34,1,123,129,"CF",1,"cin",214996.3334,176,"2",2.43889486999979,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",3,2000,5,1,108,129,31,"CF",1,"cin",214996.3334,177,"2",2.48784672999864,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",2,2000,9,7,1,43,129,"CF",1,"cin",214996.3334,178,"2",2.34031630999925,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",2,2000,6,1,109,129,18,"CF",1,"cin",214996.3334,179,"2",2.42639107999821,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",3,2000,9,83,1,26,129,"CF",1,"cin",214996.3334,180,"3",2.51000054999895,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",3,2000,6,38,1,41,129,"CF",1,"cin",214996.3334,181,"3",2.39758956999867,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","original",2,2000,5,88,1,86,129,"CF",1,"cin",214996.3334,182,"3",2.41613417499866,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","synth",2,2000,6,1,65,129,116,"CF",1,"cin",214996.3334,183,"1",2.60488944999815,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",3,2000,5,44,1,83,129,"CF",1,"cin",214996.3334,184,"3",2.50812193999809,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"powerspec","synth",1,2000,7,49,1,9,129,"CF",1,"cin",214996.3334,185,"1",2.57063532000029,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"conv5","original",3,2000,6,1,62,129,28,"CF",1,"cin",214996.3334,186,"3",2.52500365999913,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",2,2000,5,126,1,56,129,"CF",1,"cin",214996.3334,187,"1",2.5491724200001,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","original",1,2000,9,1,56,129,77,"CF",1,"cin",214996.3334,188,"1",2.57077471999946,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","original",1,2000,7,53,1,39,129,"CF",1,"cin",214996.3334,189,"1",2.44671107499926,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","synth",2,2000,7,66,1,20,129,"CF",1,"cin",214996.3334,190,"2",2.64487772999746,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","synth",3,2000,1,1,77,129,19,"CF",1,"cin",214996.3334,191,"3",2.35508914999809,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","original",3,2000,4,20,1,63,129,"CF",1,"cin",214996.3334,192,"3",2.44596892499976,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","synth",1,2000,5,1,20,129,97,"CF",1,"cin",214996.3334,193,"1",2.7806132049991,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",3,2000,10,66,1,13,129,"CF",1,"cin",214996.3334,194,"3",2.44386725499862,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",2,2000,8,84,1,55,129,"CF",1,"cin",214996.3334,195,"2",2.26900029999888,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",2,2000,1,1,72,129,50,"CF",1,"cin",214996.3334,196,"2",2.62946684999952,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","synth",2,2000,9,1,41,129,83,"CF",1,"cin",214996.3334,197,"1",2.37565723499938,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",3,2000,8,64,1,6,129,"CF",1,"cin",214996.3334,198,"3",2.27842711999801,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","synth",2,2000,4,96,1,58,129,"CF",1,"cin",214996.3334,199,"1",2.48944761999883,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","synth",2,2000,2,116,1,78,129,"CF",1,"cin",214996.3334,200,"2",2.36531995499899,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","synth",3,2000,9,1,111,129,77,"CF",1,"cin",214996.3334,201,"3",2.35886989999926,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","original",2,2000,2,74,1,95,129,"CF",1,"cin",214996.3334,202,"2",2.79872149499897,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",1,2000,2,1,106,129,91,"CF",1,"cin",214996.3334,203,"2",2.44106715999806,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","synth",1,2000,4,15,1,85,129,"CF",1,"cin",214996.3334,204,"2",2.4708998549977,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","original",1,2000,10,1,61,129,42,"CF",1,"cin",214996.3334,205,"1",2.35586329499893,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","synth",2,2000,4,1,64,129,26,"CF",1,"cin",214996.3334,206,"2",2.43495449499824,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","synth",1,2000,2,1,90,129,111,"CF",1,"cin",214996.3334,207,"1",2.39050732999931,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","original",3,2000,6,68,1,42,129,"CF",1,"cin",214996.3334,208,"3",2.35719299999982,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"powerspec","synth",2,2000,4,1,86,129,28,"CF",1,"cin",214996.3334,209,"2",2.37968132999958,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","original",3,2000,6,1,110,129,74,"CF",1,"cin",214996.3334,210,"3",2.41290046999893,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","synth",3,2000,9,108,1,47,129,"CF",1,"cin",214996.3334,211,"3",2.36390033999851,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","original",3,2000,8,1,9,129,42,"CF",1,"cin",214996.3334,212,"3",2.37469234499804,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","synth",3,2000,8,1,122,129,120,"CF",1,"cin",214996.3334,213,"3",2.33224151499962,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","original",1,2000,6,45,1,33,129,"CF",1,"cin",214996.3334,214,"2",2.45326210999883,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"powerspec","original",1,2000,5,1,91,129,63,"CF",1,"cin",214996.3334,215,"2",1.8940183099985,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","synth",2,2000,10,90,1,39,129,"CF",1,"cin",214996.3334,216,"2",2.48507092999898,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","original",2,2000,1,119,1,49,129,"CF",1,"cin",214996.3334,217,"2",2.39710314999866,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",1,2000,2,1,64,129,4,"CF",1,"cin",214996.3334,218,"1",2.32233995499882,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","synth",3,2000,8,4,1,72,129,"CF",1,"cin",214996.3334,219,"3",2.34213650999845,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","synth",3,2000,3,1,50,129,89,"CF",1,"cin",214996.3334,220,"3",2.48736054499932,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","synth",1,2000,2,17,1,70,129,"CF",1,"cin",214996.3334,221,"1",2.42946696999934,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","original",2,2000,1,87,1,15,129,"CF",1,"cin",214996.3334,222,"2",2.44386516999839,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","original",2,2000,8,1,58,129,38,"CF",1,"cin",214996.3334,223,"3",2.40603178999845,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",2,2000,7,1,1,129,107,"CF",1,"cin",214996.3334,224,"2",2.29466155999762,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","synth",2,2000,6,1,56,129,128,"CF",1,"cin",214996.3334,225,"3",2.46205310499863,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",2,2000,9,20,1,30,129,"CF",1,"cin",214996.3334,226,"2",2.36443037499885,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","original",2,2000,4,1,19,129,105,"CF",1,"cin",214996.3334,227,"1",2.38313986999856,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",1,2000,8,11,1,122,129,"CF",1,"cin",214996.3334,228,"1",2.07640244499999,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"powerspec","synth",1,2000,1,1,6,129,67,"CF",1,"cin",214996.3334,229,"2",2.45059734499955,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"powerspec","synth",2,2000,3,96,1,24,129,"CF",1,"cin",214996.3334,230,"2",2.58283992999895,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","synth",2,2000,2,1,37,129,92,"CF",1,"cin",214996.3334,231,"2",2.31694074000006,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","original",2,2000,3,1,89,129,35,"CF",1,"cin",214996.3334,232,"1",2.51588762000029,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",3,2000,8,1,107,129,61,"CF",1,"cin",214996.3334,233,"3",2.47193211999911,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",3,2000,5,1,84,129,93,"CF",1,"cin",214996.3334,234,"3",2.45554001500022,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","synth",1,2000,8,78,1,11,129,"CF",1,"cin",214996.3334,235,"1",2.59079404499971,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",1,2000,4,41,1,2,129,"CF",1,"cin",214996.3334,236,"1",2.59935051499997,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"conv5","synth",1,2000,9,1,94,129,44,"CF",1,"cin",214996.3334,237,"1",2.59281777499928,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","original",1,2000,6,1,27,129,112,"CF",1,"cin",214996.3334,238,"3",2.55572152999957,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"powerspec","original",1,2000,9,3,1,73,129,"CF",1,"cin",214996.3334,239,"3",2.78048030499849,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","synth",1,2000,9,1,50,129,27,"CF",1,"cin",214996.3334,240,"3",2.44597503499972,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","synth",1,2000,9,1,113,129,12,"CF",1,"cin",214996.3334,241,"1",2.2935478499985,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"conv5","synth",1,2000,6,55,1,108,129,"CF",1,"cin",214996.3334,242,"1",2.60163141499834,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","original",3,2000,2,1,76,129,123,"CF",1,"cin",214996.3334,243,"2",2.4099426849989,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",2,2000,6,31,1,37,129,"CF",1,"cin",214996.3334,244,"3",2.41983767999955,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","synth",1,2000,8,3,1,81,129,"CF",1,"cin",214996.3334,245,"1",2.32999661499889,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",3,2000,10,1,20,129,63,"CF",1,"cin",214996.3334,246,"2",2.4318328749996,NA,NA,0,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","original",1,2000,4,1,55,129,38,"CF",1,"cin",214996.3334,247,"1",2.47681514999749,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"powerspec","original",2,2000,9,1,59,129,48,"CF",1,"cin",214996.3334,248,"2",2.51323227999819,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",1,2000,10,47,1,37,129,"CF",1,"cin",214996.3334,249,"2",2.53867179000008,NA,NA,0,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","original",2,2000,2,1,67,129,47,"CF",1,"cin",214996.3334,250,"2",2.39394828999866,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",1,2000,8,1,94,129,64,"CF",1,"cin",214996.3334,251,"1",2.34144274000028,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"conv5","original",3,2000,7,16,1,49,129,"CF",1,"cin",214996.3334,252,"3",2.58499464499982,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",1,2000,1,118,1,88,129,"CF",1,"cin",214996.3334,253,"1",2.51310038500014,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",2,2000,4,5,1,6,129,"CF",1,"cin",214996.3334,254,"3",2.41504430999885,NA,NA,0,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","synth",2,2000,3,92,1,121,129,"CF",1,"cin",214996.3334,255,"2",2.37710862999847,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"PS","original",3,2000,4,14,1,70,129,"CF",1,"cin",214996.3334,256,"1",2.78253154999948,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","synth",2,2000,3,1,23,129,101,"CF",1,"cin",214996.3334,257,"2",2.58597906499926,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","synth",3,2000,4,1,11,129,70,"CF",1,"cin",214996.3334,258,"2",2.48615275999873,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",3,2000,7,77,1,118,129,"CF",1,"cin",214996.3334,259,"3",2.70253663999938,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",3,2000,1,27,1,87,129,"CF",1,"cin",214996.3334,260,"2",2.44472040999972,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","original",1,2000,4,46,1,37,129,"CF",1,"cin",214996.3334,261,"1",2.4856906749992,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",1,2000,2,2,1,24,129,"CF",1,"cin",214996.3334,262,"1",2.63449300499815,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",1,2000,7,1,85,129,81,"CF",1,"cin",214996.3334,263,"1",2.44159536499865,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","original",2,2000,10,1,42,129,10,"CF",1,"cin",214996.3334,264,"2",2.46363100999952,NA,NA,1,"Gravel0097_1_S","Gravel","Inspection","CF"
"conv5","original",1,2000,3,25,1,7,129,"CF",1,"cin",214996.3334,265,"3",2.45991903999857,NA,NA,0,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","synth",2,2000,4,1,59,129,124,"CF",1,"cin",214996.3334,266,"1",2.37061928000003,NA,NA,0,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","synth",2,2000,3,1,111,129,23,"CF",1,"cin",214996.3334,267,"2",2.35908928999925,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"powerspec","synth",1,2000,10,57,1,98,129,"CF",1,"cin",214996.3334,268,"1",2.29046686499896,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",3,2000,9,99,1,47,129,"CF",1,"cin",214996.3334,269,"3",2.3708159050002,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",3,2000,2,1,122,129,76,"CF",1,"cin",214996.3334,270,"3",2.5511332749993,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","original",2,2000,6,7,1,25,129,"CF",1,"cin",214996.3334,271,"1",2.42747174499891,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","original",3,2000,5,38,1,76,129,"CF",1,"cin",214996.3334,272,"3",2.49189311500049,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","original",1,2000,5,1,78,129,11,"CF",1,"cin",214996.3334,273,"2",2.29925023499891,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"PS","synth",2,2000,1,67,1,33,129,"CF",1,"cin",214996.3334,274,"2",2.4983825700001,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","synth",1,2000,10,39,1,107,129,"CF",1,"cin",214996.3334,275,"1",2.47688669499803,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"PS","synth",3,2000,9,3,1,117,129,"CF",1,"cin",214996.3334,276,"3",2.52576897499966,NA,NA,1,"MetalFloorsBare0024_1_S","Metal","Inspection","CF"
"powerspec","synth",2,2000,8,1,42,129,94,"CF",1,"cin",214996.3334,277,"2",2.52192355999796,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","original",1,2000,8,1,14,129,24,"CF",1,"cin",214996.3334,278,"1",2.3490676399997,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","synth",2,2000,9,1,46,129,42,"CF",1,"cin",214996.3334,279,"2",2.51744316499935,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","original",1,2000,3,85,1,90,129,"CF",1,"cin",214996.3334,280,"1",2.64872898499925,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","original",3,2000,6,1,10,129,119,"CF",1,"cin",214996.3334,281,"1",2.47228017999805,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",2,2000,3,1,85,129,52,"CF",1,"cin",214996.3334,282,"1",2.52402423499916,NA,NA,0,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"powerspec","original",2,2000,5,1,75,129,21,"CF",1,"cin",214996.3334,283,"2",2.49155136999798,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"powerspec","original",2,2000,6,109,1,81,129,"CF",1,"cin",214996.3334,284,"2",2.46798807999949,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","synth",2,2000,5,1,88,129,75,"CF",1,"cin",214996.3334,285,"2",2.43947210499937,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"conv5","synth",3,2000,10,1,69,129,62,"CF",1,"cin",214996.3334,286,"2",2.50285331999839,NA,NA,0,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"PS","synth",3,2000,5,6,1,128,129,"CF",1,"cin",214996.3334,287,"3",2.64265938499921,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"PS","original",3,2000,1,102,1,101,129,"CF",1,"cin",214996.3334,288,"3",2.46557925999878,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"PS","original",1,2000,10,77,1,20,129,"CF",1,"cin",214996.3334,289,"1",2.32019066999965,NA,NA,1,"BrickRound0043_1_S","Bricks","Inspection","CF"
"powerspec","synth",1,2000,8,112,1,120,129,"CF",1,"cin",214996.3334,290,"1",2.50565191499845,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"conv5","original",3,2000,10,1,111,129,3,"CF",1,"cin",214996.3334,291,"2",2.41308878000018,NA,NA,0,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"conv5","synth",2,2000,2,1,42,129,108,"CF",1,"cin",214996.3334,292,"2",2.53969676999986,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"PS","synth",3,2000,5,1,41,129,89,"CF",1,"cin",214996.3334,293,"3",2.32655532499848,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"PS","synth",1,2000,8,43,1,36,129,"CF",1,"cin",214996.3334,294,"1",2.43736856999931,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","original",1,2000,9,1,44,129,83,"CF",1,"cin",214996.3334,295,"3",2.72410692499761,NA,NA,0,"Gravel0097_1_S","Gravel","Inspection","CF"
"powerspec","original",2,2000,4,62,1,49,129,"CF",1,"cin",214996.3334,296,"2",2.43726723499822,NA,NA,1,"FlowerBeds0044_1_S","Flowers","Inspection","CF"
"conv5","synth",3,2000,6,1,119,129,17,"CF",1,"cin",214996.3334,297,"3",2.45048253999812,NA,NA,1,"FoodVarious0001_1_S","Candy","Inspection","CF"
"powerspec","original",2,2000,9,1,93,129,117,"CF",1,"cin",214996.3334,298,"2",2.48089683999933,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",2,2000,4,122,1,72,129,"CF",1,"cin",214996.3334,299,"2",2.25603109499934,NA,NA,1,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",1,2000,9,33,1,113,129,"CF",1,"cin",214996.3334,300,"2",2.47336136499871,NA,NA,0,"BrickRound0043_1_S","Bricks","Inspection","CF"
"PS","original",2,2000,10,1,115,129,44,"CF",1,"cin",214996.3334,301,"2",2.55109377999725,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"conv5","synth",1,2000,3,1,48,129,15,"CF",1,"cin",214996.3334,302,"1",2.37205245499899,NA,NA,1,"RooftilesCeramic0037_1_S","Tiles","Inspection","CF"
"PS","synth",3,2000,4,1,118,129,62,"CF",1,"cin",214996.3334,303,"3",2.60911369499809,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","original",3,2000,8,1,16,129,64,"CF",1,"cin",214996.3334,304,"3",2.40875507999954,NA,NA,1,"PaperCrumpled0004_1_S","Paper","Inspection","CF"
"PS","synth",2,2000,4,1,70,129,73,"CF",1,"cin",214996.3334,305,"2",2.3857331299987,NA,NA,1,"Vegetables0024_1_S","Beans","Inspection","CF"
"conv5","synth",3,2000,10,117,1,58,129,"CF",1,"cin",214996.3334,306,"2",2.39579041499928,NA,NA,0,"GrassDead0131_1_S","Grass","Inspection","CF"
"powerspec","synth",1,2000,1,1,64,129,15,"CF",1,"cin",214996.3334,307,"1",2.50747834999856,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
"conv5","original",2,2000,8,26,1,93,129,"CF",1,"cin",214996.3334,308,"2",2.82017532499776,NA,NA,1,"Carpet0047_1_S","Carpet","Inspection","CF"
"PS","original",3,2000,1,1,3,129,57,"CF",1,"cin",214996.3334,309,"3",2.49342187000002,NA,NA,1,"Scrapyard0033_1_S","Scrap","Inspection","CF"
"powerspec","synth",3,2000,8,92,1,103,129,"CF",1,"cin",214996.3334,310,"3",2.46319267999934,NA,NA,1,"Crackles0004_1_S","Cracks","Inspection","CF"
